Species,Trap,dayofyear,tmax_x,tmin_x,dewpoint_x,sealevel_x,resultdir_x,avgspeed_x,tmax_y,tmin_y,dewpoint_y,sealevel_y,resultdir_y,avgspeed_y,coollast7,coollast30,coollast90,preciplast30,preciplast90
2,40,208,83,70,68,29.82,3,7.9,83,70,67,29.8,36,8.1,57.0,182.0,297.0,3.5,4.125
3,41,208,83,70,68,29.82,3,7.9,83,70,67,29.8,36,8.1,57.0,182.0,297.0,3.5,4.125
2,44,208,83,70,68,29.82,3,7.9,83,70,67,29.8,36,8.1,57.0,182.0,297.0,3.5,4.125
3,44,208,83,70,68,29.82,3,7.9,83,70,67,29.8,36,8.1,57.0,182.0,297.0,3.5,4.125
2,46,208,83,70,68,29.82,3,7.9,83,70,67,29.8,36,8.1,57.0,182.0,297.0,3.5,4.125
2,49,208,83,70,68,29.82,3,7.9,83,70,67,29.8,36,8.1,57.0,182.0,297.0,3.5,4.125
2,50,208,83,70,68,29.82,3,7.9,83,70,67,29.8,36,8.1,57.0,182.0,297.0,3.5,4.125
3,50,208,83,70,68,29.82,3,7.9,83,70,67,29.8,36,8.1,57.0,182.0,297.0,3.5,4.125
2,52,208,83,70,68,29.82,3,7.9,83,70,67,29.8,36,8.1,57.0,182.0,297.0,3.5,4.125
3,52,208,83,70,68,29.82,3,7.9,83,70,67,29.8,36,8.1,57.0,182.0,297.0,3.5,4.125
3,53,208,83,70,68,29.82,3,7.9,83,70,67,29.8,36,8.1,57.0,182.0,297.0,3.5,4.125
2,54,208,83,70,68,29.82,3,7.9,83,70,67,29.8,36,8.1,57.0,182.0,297.0,3.5,4.125
3,54,208,83,70,68,29.82,3,7.9,83,70,67,29.8,36,8.1,57.0,182.0,297.0,3.5,4.125
2,55,208,83,70,68,29.82,3,7.9,83,70,67,29.8,36,8.1,57.0,182.0,297.0,3.5,4.125
2,87,208,83,70,68,29.82,3,7.9,83,70,67,29.8,36,8.1,57.0,182.0,297.0,3.5,4.125
2,91,208,83,70,68,29.82,3,7.9,83,70,67,29.8,36,8.1,57.0,182.0,297.0,3.5,4.125
2,94,208,83,70,68,29.82,3,7.9,83,70,67,29.8,36,8.1,57.0,182.0,297.0,3.5,4.125
3,94,208,83,70,68,29.82,3,7.9,83,70,67,29.8,36,8.1,57.0,182.0,297.0,3.5,4.125
2,95,208,83,70,68,29.82,3,7.9,83,70,67,29.8,36,8.1,57.0,182.0,297.0,3.5,4.125
3,95,208,83,70,68,29.82,3,7.9,83,70,67,29.8,36,8.1,57.0,182.0,297.0,3.5,4.125
3,96,208,83,70,68,29.82,3,7.9,83,70,67,29.8,36,8.1,57.0,182.0,297.0,3.5,4.125
2,97,208,83,70,68,29.82,3,7.9,83,70,67,29.8,36,8.1,57.0,182.0,297.0,3.5,4.125
2,98,208,83,70,68,29.82,3,7.9,83,70,67,29.8,36,8.1,57.0,182.0,297.0,3.5,4.125
3,98,208,83,70,68,29.82,3,7.9,83,70,67,29.8,36,8.1,57.0,182.0,297.0,3.5,4.125
2,99,208,83,70,68,29.82,3,7.9,83,70,67,29.8,36,8.1,57.0,182.0,297.0,3.5,4.125
2,101,208,83,70,68,29.82,3,7.9,83,70,67,29.8,36,8.1,57.0,182.0,297.0,3.5,4.125
3,101,208,83,70,68,29.82,3,7.9,83,70,67,29.8,36,8.1,57.0,182.0,297.0,3.5,4.125
2,104,208,83,70,68,29.82,3,7.9,83,70,67,29.8,36,8.1,57.0,182.0,297.0,3.5,4.125
3,104,208,83,70,68,29.82,3,7.9,83,70,67,29.8,36,8.1,57.0,182.0,297.0,3.5,4.125
2,105,208,83,70,68,29.82,3,7.9,83,70,67,29.8,36,8.1,57.0,182.0,297.0,3.5,4.125
2,108,208,83,70,68,29.82,3,7.9,83,70,67,29.8,36,8.1,57.0,182.0,297.0,3.5,4.125
2,123,208,83,70,68,29.82,3,7.9,83,70,67,29.8,36,8.1,57.0,182.0,297.0,3.5,4.125
2,127,208,83,70,68,29.82,3,7.9,83,70,67,29.8,36,8.1,57.0,182.0,297.0,3.5,4.125
3,127,208,83,70,68,29.82,3,7.9,83,70,67,29.8,36,8.1,57.0,182.0,297.0,3.5,4.125
2,128,208,83,70,68,29.82,3,7.9,83,70,67,29.8,36,8.1,57.0,182.0,297.0,3.5,4.125
3,128,208,83,70,68,29.82,3,7.9,83,70,67,29.8,36,8.1,57.0,182.0,297.0,3.5,4.125
1,0,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,0,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,1,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,1,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,1,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,4,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,4,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,4,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,6,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,6,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,7,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,7,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,8,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,9,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,9,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,9,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,10,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,10,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,10,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,11,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,11,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,11,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,12,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,12,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,12,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,13,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,14,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,14,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,14,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,15,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,15,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,15,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,16,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,16,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,16,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,17,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,17,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,18,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,19,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,19,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,19,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,20,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,20,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,20,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,21,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,21,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,22,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,22,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,23,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,23,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,23,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,24,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,24,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,25,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,25,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
4,25,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,26,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,26,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,27,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,27,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,28,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,28,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,29,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,29,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,30,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,32,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,32,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,32,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,33,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,33,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,33,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,34,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,34,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,35,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,35,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,35,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,36,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,36,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,36,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,37,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,37,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,38,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,38,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,38,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,39,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,39,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,41,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,43,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,44,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,44,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,44,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,45,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,45,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,45,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,47,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,47,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,47,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
4,47,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,49,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,49,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,49,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,50,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,50,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,50,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
4,50,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,51,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,51,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,51,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,52,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,52,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,52,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,53,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,53,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,54,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,54,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,55,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,55,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,55,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,56,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,56,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,56,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,57,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,57,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,59,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,59,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,59,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,60,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,61,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,61,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,61,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,62,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,62,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,62,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,63,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,63,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,63,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,64,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,64,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,64,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,65,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,65,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,65,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,66,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,66,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,67,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,67,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,67,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,68,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,68,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,68,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,69,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,69,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,70,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,70,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,71,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,71,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,71,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,75,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,75,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,75,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,76,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,76,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,76,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,77,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,77,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,77,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,80,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,80,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,80,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
4,80,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,81,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,82,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,82,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,82,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,83,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,83,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,83,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,84,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,84,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,84,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,85,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,85,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,85,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
6,85,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,86,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,86,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,87,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,87,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,87,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
6,87,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,88,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,88,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,88,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
4,88,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
6,88,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,89,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,89,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,89,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
4,89,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,91,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
2,91,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
3,91,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
1,92,213,92,69,62,30.0,9,4.1,91,69,63,29.98,13,3.7,81.0,213.0,299.0,3.505,4.125
